pais,ano,krause,valor,moeda,tipo,qualidade,material,diametro,detalhe,anverso,reverso,datacadastro; 
Finlandia,1979,44a,1 PENNI,MARKKA,Moeda,SOB,ALUMINIO,15.72MM,,,,15 de jun de 2018; 
Finlandia,1990,65,10 PENNIA,MARKKA,Moeda,SOB,COBRE NICKEL,16.3MM,,,,15 de jun de 2018; 
Finlandia,1994,73,5,MARKKAA,Moeda,,ALUMINIO COBRE NICKEL,24.5MM,,FOCA NO LAGO,LIBELULA NAS FOLHAS,15 de jun de 2018; 
Finlandia,1996,76,1,MARKKA,Moeda,SOB,ALUMINIO BRONZE,22MM,,,,15 de jun de 2018; 
Finlandia,1999,100,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,LEAO COM ESTRELAS,,15 de jun de 2018; 
Finlandia,1999,101,10 CENTIMO,EURO,Moeda,BOA,LATAO,19.75MM,,,,15 de jun de 2018; 
Finlandia,2001,100,5 CENTIMO,EURO,Moeda,B,ACO COBRE,21.25 MM,,,,13 de ago de 2018; 
Franca,1854,777.5,5 CENTIMO,FRANCO,Moeda,UTG,BRONZE,25MM,K - BORDEAUX,NAPOLEON III EMPEREUR,EMPIRE FRANCAIS AGUIA,15 de jun de 2018; 
Franca,1944,902,1,FRANCO,Moeda,REGULAR,ALUMINIO,23MM,,VALOR,MACHADO,15 de jun de 2018; 
Franca,1947,888b,5,FRANCO,Moeda,MBC,ALUMINIO,31MM,,,,15 de jun de 2018; 
Franca,1948,885a,1,FRANCO,Moeda,UTG,ALUMINIO,23MM,,,,15 de jun de 2018; 
Franca,1949,888,5,FRANCO,Moeda,BOA,ALUMINIO,31MM,,,,15 de jun de 2018; 
Franca,1951,915,10,FRANCO,Moeda,MB,ALUMINIO BRONZE,20MM,,VALOR COM GALO,,15 de jun de 2018; 
Franca,1951,915,10,FRANCO,Moeda,MBC,ALUMINIO BRONZE,20MM,B BEAUMONT LE ROGER,VALOR E GALO,REPUCLIQUE FRANCAISE,2 de jan de 2019; 
Franca,1963,930,20 CENTIMO,FRANCO,Moeda,B,ALUMINIO BRONZE,23.5MM,,VALOR,,15 de jun de 2018; 
Franca,1964,925,1,FRANCO,Moeda,,NICKEL,24MM,,MULHER SEMEANDO,LOUROS,15 de jun de 2018; 
Franca,1970,926A.1,5,FRANCO,Moeda,,COBRE NIQUEL,29MM,O. ROTY,,,15 de jun de 2018; 
Franca,1971,925,1,FRANCO,Moeda,,NICKEL,24MM,,MULHER SEMEANDO,LOUROS,15 de jun de 2018; 
Franca,1975,925.1,1,FRANCO,Moeda,MBC,NICKEL,24MM,,,,15 de jun de 2018; 
Franca,1976,940,10,FRANCO,Moeda,,NICKEL LATAO,26MM,,,TORRES DE ALTA TENSAO,15 de jun de 2018; 
Franca,1976,930,20 CENTIMO,FRANCO,Moeda,,ALUMINIO BRONZE,23.5MM,LABRITFUL,,,15 de jun de 2018; 
Franca,1977,925,1,FRANCO,Moeda,,NICKEL,24MM,,MULHER SEMEANDO,LOUROS,15 de jun de 2018; 
Franca,1977,931.1,0.50,FRANCO,Moeda,,NICKEL,19.5MM,,,,15 de jun de 2018; 
Franca,1980,942.2,2,FRANCO,Moeda,,NICKEL,26.5MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,1990,964,10,FRANCO,Moeda,B,BIMETALICA,22.3MM,,,,15 de jun de 2018; 
Franca,1994,931,MEIO,FRANCO,Moeda,MBC,NIQUEL,19.5MM,,,,13 de ago de 2018; 
Franca,1995,930,20 CENTIMO,FRANCO,Moeda,,ALUMINIO BRONZE,23.5MM,,,,15 de jun de 2018; 
Franca,1997,930,20 CENTIMO,FRANCO,Moeda,,ALUMINIO BRONZE,23.5MM,,,,15 de jun de 2018; 
Franca,1999,1288,1,EURO,Moeda,,BIMETALICA,23.3MM,,ARVORE,,15 de jun de 2018; 
Franca,1999,1285,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,1999,1284,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.2MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2000,1288,1,EURO,Moeda,,BIMETALICA,23.3MM,,ARVORE,,15 de jun de 2018; 
Franca,2000,1285,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,2000,1286,20 CENTIMO,EURO,Moeda,,LATAO,22.2MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,2000,1284,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.2MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2001,1286,20 CENTIMO,EURO,Moeda,,LATAO,22.2MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,2001,1287,50 CENT,EURO,Moeda,B,LATAO,24.25 MM,,VALOR,,15 de jun de 2018; 
Franca,2002,1286,20 CENTIMO,EURO,Moeda,,LATAO,22.2MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,2002,1287,50 CENTIMO,EURO,Moeda,,LATAO,24.2MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,2004,1283,2 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,18.7MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2005,1282,1 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,16.3MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2006,1285,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,2006,1284,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.2MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2007,1282,1 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,16.3MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2007,1410,10 CENTIMO,EURO,Moeda,B,LATAO,19.75MM,,,,13 de ago de 2018; 
Franca,2008,1282,1 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,16.3MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2008,1285,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,2008,1284,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.2MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2009,1282,1 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,16.3MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2009,1285,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,2009,1284,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.2MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2010,1285,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,2010,1284,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.2MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2011,1284,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.2MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2012,1284,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.2MM,,FACE HUMANA,,15 de jun de 2018; 
Franca,2013,1285,10 CENTIMO,EURO,Moeda,FC,LATAO,19.7MM,,MULHER SEMEANDO,,15 de jun de 2018; 
Franca,1976,931,MEIO,FRANCO,Moeda,MBC,NIQUEL,19.5MM,,,,17 de mai de 2020; 
Franca,1979,942.1,2,FRANCO,Moeda,MBC,NIQUEL,26.5MM,,,,17 de mai de 2020; 
Franca,1960,925,1,FRANCO,Moeda,MBC,NIQUEL,24MM,,,,17 de mai de 2020; 
Franca,1991,926A,5,FRANCO,Moeda,MBC,NIQUEL,29MM,,,,17 de mai de 2020; 
Franca,2014,1284,5 CENTIMOS,EURO,Moeda,B,ACO COBRE,21.25MM,,,,20 de set de 2020; 
Gana,2007,41,50 PESEWAS,CEDI,Moeda,MBC,26.4MM,26.4MM,,FREEDOM AND JUSTICE,GHANA,4 de jun de 2020; 
Grecia,1978,118,5,DRACHMA,Moeda,,COBRE NICKEL,22.5MM,,ARISTOTELES,,15 de jun de 2018; 
Grecia,1988,151,2,DRACHMA,Moeda,BOA,COBRE,21MM,,LEME ANCORA E TIMAO,,15 de jun de 2018; 
Grecia,1990,132,10,DRACHMA,Moeda,,COBRE NICKEL,26MM,,DEMOCRITUS,DESIGN ATOMO,15 de jun de 2018; 
Grecia,1992,154,20,DRACMA,Moeda,B,ALUMINIO BRONZE,24.5MM,,,,15 de jun de 2018; 
Grecia,1994,159,100,DRACHMA,Moeda,,ALUMINIO BRONZE,29.5MM,,ALEXANDRE O GRANDE,,15 de jun de 2018; 
Grecia,2002,183,5 CENTIMO,EURO,Moeda,B,ACO COBRE,21.25MM,NAVIO,,,13 de ago de 2018; 
Grecia,2007,183,5 CENTIMO,EURO,Moeda,B,ACO COBRE,21.25 MM,NAVIO,,,13 de ago de 2018; 
Grecia,2009,211,10 CENTIMO,EURO,Moeda,MBC,LATAO,19.25MM,,BUSTO DE RHGAS FERIAOUS,,15 de jun de 2018; 
Grecia,2009,183,5 CENTIMO,EURO,Moeda,B,ACO COBRE,21.25 MM,NAVIO,,,13 de ago de 2018; 
Guiana,1978,31,1 CENT,DOLAR,Moeda,SOB,NICKEL LATAO,16MM,,,,15 de jun de 2018; 
Guiana,1990,33,10 CENTIMO,DOLAR,Moeda,MBC,CUPRP NICKEL,18MM,,,,15 de jun de 2018; 
Guiana,1991,32,5 CENTAVO,DOLAR,Moeda,SOB,NICKEL LATAO,19.5MM,,,,15 de jun de 2018; 
Haiti,1991,152,20 CENTAVO,GOURDE,Moeda,,COBRE NICKEL,26.15MM,,CHARLEMAGNE PERALTE HEROI NACIONAL,FORCAS  ARMADAS,15 de jun de 2018; 
Haiti,1991,153,50 CENTAVO,GOURDE,Moeda,,ACO NICKEL,29MM,,CHARLEMAGNE PERALTE HEROI NACIONAL,FORCAS  ARMADAS,15 de jun de 2018; 
Haiti,1997,154A,5 CENTAVO,GOURDE,Moeda,,ACO NICKEL,20MM,,CHARLEMAGNE PERALTE HEROI NACIONAL,FORCAS  ARMADAS,15 de jun de 2018; 
Holanda,1948,177,10 CENT,GULDEN,Moeda,,NICKEL,15MM,,FACE RAINHA,VALOR COROA,15 de jun de 2018; 
Holanda,1954,181,5 CENT,GULDEM,Moeda,ENVERNIZADA,BRONZE,21MM,,VALOR,RAINHA JULIANA KONINGIN,15 de jun de 2018; 
Holanda,1960,180,1 CENTIMO,GULDEN,Moeda,B,BRONZE,17MM,,,,15 de jun de 2018; 
Holanda,1969,183,25 CENT,GULDEN,Moeda,BOA,NICKEL,19MM,,,,15 de jun de 2018; 
Holanda,1980,181,5 CENT,GULDEN,Moeda,MB,BRONZE,21MM,,VALOR,JULIANA,15 de jun de 2018; 
Holanda,1983,202,5 CENT,GULDEN,Moeda,,BRONZE,21MM,,BEATRIX,,15 de jun de 2018; 
Holanda,1999,237,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,BEATRIX,,15 de jun de 2018; 
Holanda,2000,237,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,BEATRIX,,15 de jun de 2018; 
Holanda,2001,236,5 CENTIMO,EURO,Moeda,B,ACO COBRE,21.25MM,,,,13 de ago de 2018; 
Holanda,2002,239,50 CENTIMO,EURO,Moeda,,LATAO,24.2MM,,CABECA BEATRIX,,15 de jun de 2018; 
Holanda,2003,237,20 CENTIMO,EURO,Moeda,,LATAO,22.2MM,,CABECA BEATRIX,,15 de jun de 2018; 
Holanda,2005,236,5 CENTIMO,EURO,Moeda,B,ACO COBRE,21.25 MM,,,,13 de ago de 2018; 
Holanda,2006,236,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO COBRE,21.25MM,,BEATRIX,,15 de jun de 2018; 
Holanda,2008,236,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO COBRE,21.25MM,,BEATRIX,,15 de jun de 2018; 
Hong Kong,1979,36,20 CENT,DOLAR,Moeda,,NICKEL LATAO,19MM,,ELIZABETH II JOVEM,,15 de jun de 2018; 
Hong Kong,1997,68,50 CENT,DOLAR,Moeda,,LATAO REVESTIDO DE ACO,22.5MM,,ELIZABETH II,FLOR DE BAUNILHA,15 de jun de 2018; 
Hong Kong,1998,64,2,DOLAR,Moeda,,COBRE NICKEL,28MM,MOEDA CHANFRADA,FLOR DE BAUNILHA,,15 de jun de 2018; 
Hong Kong,1995,70,10,DOLAR,Moeda,MBC,BI METALICA,24MM,,,,17 de mai de 2020; 
Hungria,1973,546,2 Filler,FORINT,Moeda,FC,ALUMINIO,18MM,,,,15 de jun de 2018; 
Hungria,1979,594,5,FORINT,Moeda,,NICKEL,24.3MM,KUSSUTH,,,15 de jun de 2018; 
Hungria,1979,549,5 Filler,FORINT,Moeda,FC,ALUMINIO,17MM,,,,15 de jun de 2018; 
Hungria,1989,575,1,FORINT,Moeda,,ALUMINIO,22.8MM,BP,,,15 de jun de 2018; 
Hungria,1989,591,2,FORINT,Moeda,,LATAO,22.4MM,TAMPA GARRAFA,FORCAS  ARMADAS,,15 de jun de 2018; 
Hungria,1992,675,10 FILLER,FORINT,Moeda,FC,ALUMINIO,18.5MM,,,,15 de jun de 2018; 
Hungria,1995,697,50,FORINT,Moeda,MB,LATAO CUPRO NICKEL,27.4MM,,,,15 de jun de 2018; 
Hungria,1996,721,100,FORINT,Moeda,B,BI METALICA,23.8MM,,,,15 de jun de 2018; 
Hungria,1998,698,100,FORINT,Moeda,,NICKEL LATAO,29.2MM,,,,15 de jun de 2018; 
Hungria,2001,695,10,FORINT,Moeda,,COBRE NICKEL,25MM,,,,15 de jun de 2018; 
Hungria,2005,696,20,FORINT,Moeda,,NICKEL LATAO,26.3MM,,HUNGARIAN IRIS,,15 de jun de 2018; 
Hungria,2007,694,5,FORINT,Moeda,,LATAO,21.5MM,,GAROUPA,,15 de jun de 2018; 
Hungria,2013,697,50,FORINT,Moeda,,COBRE NICKEL,27.5MM,,FALCAO SACRE,,15 de jun de 2018; 
Ilhas Cayman,1990,88,5 CENT,DOLAR,Moeda,,COBRE NICKEL,18MM,,,LAGOSTA,15 de jun de 2018; 
Ilhas Salomao,2005,25,2 CENTIMO,DOLAR,Moeda,MBC,ACO BRONZE,21.6MM,,ELIZABETH II,VALOR COM PASSARO,15 de jun de 2018; 
Ilhas Salomao,2012,235,10 CENT,DOLAR,Moeda,SOB,ACO NIQUEL,17MM,,ELIZABETH II,HOMEM CABECA DE PEIXE,18 de jun de 2018; 
Imperio Romano,337,,0,A DEFINIR,Moeda,UTG,BRONZE,,MOEDA DO IMPERIO ROMANO CONSTANTINUS II,,,15 de jun de 2018; 
India,1969,42,20 PAISE,RUPIA,Moeda,B,ALUMINIO BRONZE,22MM,BOMBAI,VALOR 3 CABECAS,GHANDI,15 de jun de 2018; 
India,1971,14.2,3,PAISE,Moeda,,ALUMINIO,21.3MM,,LEAO ASOKA,,15 de jun de 2018; 
India,1988,40.1,10 PAISE,RUPIA,Moeda,SOB,ACO INOX,16MM,C - OTTAWA,VALOR,3 LEAO,15 de jun de 2018; 
India,2000,92.2,1,RUPEE,Moeda,,ACO,25MM,,LEAO ASOKA,,15 de jun de 2018; 
India,2015,399,5,RUPIAH,Moeda,B,NIQUEL LATAO,23MM,SEM MARCA DE CUNHAGEM,,,4 de jun de 2020; 
Indonesia,1999,60,50,RUPIAH,Moeda,SOB,ALUINIO,19.95MM,,VALOR PASSARO,AGUIA ESCUDO,15 de jun de 2018; 
Indonesia,1999,61,100,RUPIA,Moeda,SOB,ALUMINIO,23MM,,BANK INDONESIA,VALOR,2 de set de 2019; 
Iran,1970,1178,10,RIAL,Moeda,MB,COBRE NICKEL,28MM,,CABECA VIRADA PARA ESQUERDA,LEAO SEGURANDO ESPADA COM COROA,15 de jun de 2018; 
Iran,2006,1269,500,RIAL,Moeda,,BIMETALICA,27.1MM,,,PASSARO E FLORES,15 de jun de 2018; 
Iran,2013,1289,5000,RIAL,Moeda,FC,COBRE NICKEL,29.4MM,MIEDA COMEMORATIVA,VALOR,FATIMA MASUMEH SHRINE,15 de jun de 2018; 
Irlanda,2003,33,2 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,18.75MM,,ARPA - EIRE,,15 de jun de 2018; 
Irlanda,2007,34,5 CENTIMO,EURO,Moeda,RUIM,COBRE NIQUEL,21.25MM,,VALOR,ARPA,15 de jun de 2018; 
Irlanda,2008,47,10 CENTIMO,EURO,Moeda,MBC,OURO NORDICO,19.75MM,,,EIRE,15 de jun de 2018; 
Irlanda,2008,34,5 CENTIMO,EURO,Moeda,B,ACO COBRE,21.25 MM,EIRE,,,13 de ago de 2018; 
Irlanda,2002,35,10 CENT,EURO,Moeda,MBC,OURO NORDICO,19.75MM,,VALOR,EIRE,17 de mai de 2020; 
Islandia,1981,24,5 Aurar,CROWN,Moeda,SOB,BRONZE,15MM,,PAPAGAIO,ARRAIA,15 de jun de 2018; 
Islandia,1981,25,10 Aurar,CROWN,Moeda,SOB,BRONZE,17MM,,BOI,LULA,15 de jun de 2018; 
Islandia,1986,26a,50 Aurar,CROWN,Moeda,SOB,BRONZE,19.5MM,,CAMARAO,DRAGAO,15 de jun de 2018; 
Israel,1978,26B,10,SHEQEL,Moeda,,ALUMINIO,21.5MM,PRATA,COQUEIRO,,15 de jun de 2018; 
Israel,1980,106,1,SHEQEL,Moeda,,ALUMINIO,15MM,,COQUEIRO,,15 de jun de 2018; 
Israel,1981,111,1,SHEQEL,Moeda,,COBRE NICKEL,23MM,,TACA,,15 de jun de 2018; 
Israel,1981,109,Meio,SHEQEL,Moeda,,COBRE NICKEL,20MM,,LEAO,,15 de jun de 2018; 
Israel,1983,108,10 Agorot,SHEQEL,Moeda,SOB,NICKEL BRONZE,16MM,,,,15 de jun de 2018; 
Israel,1985,159,Meio,NEW SHEQEL,Moeda,,ALUMINIO BRONZE,26MM,DESENHO DE UMA ARPA NA FACE DE TRAS,,,15 de jun de 2018; 
Israel,1986,157,5 AGOROT,SHEQEL,Moeda,,ALUMINIO BRONZE,19.5MM,,,,15 de jun de 2018; 
Israel,2006,160a,1,NEW SHEQEL,Moeda,,ACO REVESTIDO DE COBRE,18MM,,HANUKKA,ESTRELA DE DAVID,15 de jun de 2018; 
Israel,2007,158,10 AGOROT,NOVO SHEKEL,Moeda,MBC,ALUMINIO BRONZE,22MM,,VALOR,CASTICAL,5 de mai de 2019; 
Italia,1950,89,5,LIRA,Moeda,,ALUMINIO,26.7MM,,MULHER COM TOCHA,CACHO DE UVA,15 de jun de 2018; 
Italia,1953,92,5,LIRE,Moeda,B,ALUMINIO,20.2MM,,,,15 de jun de 2018; 
Italia,1956,96.1,100,LIRA,Moeda,B,ACO INOX,27.8MM,,,,15 de jun de 2018; 
Italia,1957,96.1,100,LIRA,Moeda,BOA,ACO,27.8MM,,,,15 de jun de 2018; 
Italia,1958,97.1,20,LIRA,Moeda,B,ALUMINIO BRONZE,21.25MM,,,,15 de jun de 2018; 
Italia,1965,96.1,100,LIRA,Moeda,,ACO,27.8MM,,CABECA COM LOUROS,FIGURA AO LADO ARVORE DE OLIVA,15 de jun de 2018; 
Italia,1965,95.1,50,LIRA,Moeda,BOA,ACO,24.8MM,,,,15 de jun de 2018; 
Italia,1970,95.1,50,LIRA,Moeda,BOA,ACO,24.8,,,,15 de jun de 2018; 
Italia,1977,95.1,50,LIRA,Moeda,SOB,ACO INOX,24.8MM,,,,15 de jun de 2018; 
Italia,1977,96.1,100,LIRA,Moeda,SOB,ACO INOX,27.8MM,,,,15 de jun de 2018; 
Italia,1978,105,200,LIRA,Moeda,,ALUMINIO BRONZE,24MM,,,ENGRENAGEM,15 de jun de 2018; 
Italia,1978,95.1,50,LIRA,Moeda,MBC,ACO,24.8MM,,,,15 de jun de 2018; 
Italia,1984,111,500,LIRA,Moeda,,BIMETALICA,25.8MM,,,PLAZA,15 de jun de 2018; 
Italia,1985,111,500,LIRA,Moeda,,BIMETALICA,25.8MM,,,PLAZA,15 de jun de 2018; 
Italia,1988,111,500,LIRA,Moeda,,BIMETALICA,25.8MM,,,PLAZA,15 de jun de 2018; 
Italia,1991,97.2,20,LIRA,Moeda,SOB,ALUMINIO BRONZE,21.25MM,,,,15 de jun de 2018; 
Italia,1994,159,100,LIRA,Moeda,,COBRE NICKEL,22MM,,,,15 de jun de 2018; 
Italia,1995,97.2,20,LIRA,Moeda,,ALUMINIO BRONZE,21.25MM,,,FOLHA DE CARVALHO,15 de jun de 2018; 
Italia,1996,159,100,LIRA,Moeda,,COBRE NICKEL,22MM,,,,15 de jun de 2018; 
Italia,1997,93,10,LIRA,Moeda,,ALUMINIO,23.25MM,,ARADO,TRIGO,15 de jun de 2018; 
Italia,1998,92,5,LIRA,Moeda,,ALUMINIO,20.12MM,,LEME,GOLFINHO,15 de jun de 2018; 
Italia,2002,213,10 CENTIMO,EURO,Moeda,,LATAO,19.75MM,,VENUS,,15 de jun de 2018; 
Italia,2002,211,2 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,18.75MM,,TORRE DE TURIN,,15 de jun de 2018; 
Italia,2002,212,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,COLISEU,,15 de jun de 2018; 
Italia,2002,216,1,EURO,Moeda,MBC,BI METALICA,23.25MM,,,,13 de ago de 2018; 
Italia,2006,212,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,COLISEU,,15 de jun de 2018; 
Italia,2007,213,10 CENTIMO,EURO,Moeda,,LATAO,19.75MM,,VENUS,,15 de jun de 2018; 
Italia,2007,212,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,COLISEU,,15 de jun de 2018; 
Italia,2009,213,10 CENTIMO,EURO,Moeda,,LATAO,19.75MM,,VENUS,,15 de jun de 2018; 
Italia,2010,211,2 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,18.75MM,,TORRE DE TURIN,,15 de jun de 2018; 
Italia,2010,212,5 CENTIMO,EURO,Moeda,RUIM,ACO COBRE,21.25MM,,,,15 de jun de 2018; 
Italia,2002,217,2,EURO,Moeda,MBC,BI METALICA,25.75MM,,,,17 de mai de 2020; 
Italia,1981,96.1,100,LIRA,Moeda,MBC,ACO INOX,27.8MM,,REPUBBLICA ITALIANA,,17 de mai de 2020; 
Italia,1973,95.1,50,LIRA,Moeda,MBC,ACO INOX,24.8MM,L.50,,,17 de mai de 2020; 
Italia,1979,105,200,LIRA,Moeda,MBC,ALUMINIO BRONZE,24MM,,,,17 de mai de 2020; 
Iugoslavia,1963,39,10,DINARA,Moeda,B,ALUMINIO BRONZE,21MM,,,,2 de set de 2019; 
Iugoslavia,1977,44,10,PARA,Moeda,,LATAO,21MM,,EMBLEMA,,15 de jun de 2018; 
Iugoslavia,1980,45,20,PARA,Moeda,,LATAO,23.2MM,,EMBLEMA,,15 de jun de 2018; 
Iugoslavia,1990,141,50,PARA,Moeda,,LATAO,25.5MM,,EMBLEMA,,15 de jun de 2018; 
Jamaica,1969,46,5 CENT,DOLAR,Moeda,MBC,COBRE NICKEL,19.4MM,,VALOR E JACARE,ESCUDO DAS FORCAS ARMADAS,15 de jun de 2018; 
Japao,1965,Y74,1,YEN,Moeda,BOA,ALUMINIO,20MM,,VALOR,,15 de jun de 2018; 
Japao,1966,74,1,YEN,Moeda,,ALUMINIO,20MM,,RAMO GERMINANDO,,15 de jun de 2018; 
Japao,1967,82,100,YEN,Moeda,,COBRE NICKEL,22.5MM,,FLOR DE CEREIJEIRA,,15 de jun de 2018; 
Japao,1968,73a,10,YEN,Moeda,B,BRONZE,23.5MM,,,,15 de jun de 2018; 
Japao,1972,73A,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,1974,72A,5,YEN,Moeda,,LATAO,22MM,,FURADA COM UM RAMO EM CIMA,,15 de jun de 2018; 
Japao,1974,73a,10,YEN,Moeda,BOA,BRONZE,23.5MM,,,,15 de jun de 2018; 
Japao,1974,74,1,YEN,Moeda,,ALUMINIO,20MM,,RAMO GERMINANDO,,15 de jun de 2018; 
Japao,1975,81,50,YEN,Moeda,,COBRE NICKEL,21MM,,FURADA COM CRISANTEMOS,,15 de jun de 2018; 
Japao,1976,72A,5,YEN,Moeda,,LATAO,22MM,,FURADA COM UM RAMO EM CIMA,,15 de jun de 2018; 
Japao,1976,74,1,YEN,Moeda,,ALUMINIO,20MM,,RAMO GERMINANDO,,15 de jun de 2018; 
Japao,1977,81,50,YEN,Moeda,,COBRE NICKEL,21MM,,FURADA COM CRISANTEMOS,,15 de jun de 2018; 
Japao,1977,73A,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,1978,73A,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,1979,82,100,YEN,Moeda,,COBRE NICKEL,22.5MM,,FLOR DE CEREIJEIRA,,15 de jun de 2018; 
Japao,1979,81,50,YEN,Moeda,,COBRE NICKEL,21MM,,FURADA COM CRISANTEMOS,,15 de jun de 2018; 
Japao,1979,Y73a,10,YEN,Moeda,B,BRONZE,23.5MM,,,,2 de set de 2018; 
Japao,1980,72A,5,YEN,Moeda,,LATAO,22MM,,FURADA COM UM RAMO EM CIMA,,15 de jun de 2018; 
Japao,1981,73A,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,1982,73A,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,1983,73A,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,1989,72A,5,YEN,Moeda,,LATAO,22MM,,FURADA COM UM RAMO EM CIMA,,15 de jun de 2018; 
Japao,1990,73A,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,1991,99.2,500,YEN,Moeda,,NICKEL LATAO,26.5MM,,,,15 de jun de 2018; 
Japao,1991,95.2,1,YEN,Moeda,,ALUMINIO,20MM,,RAMO GERMINANDO,,15 de jun de 2018; 
Japao,1992,95.2,1,YEN,Moeda,,ALUMINIO,20MM,,RAMO GERMINANDO,,15 de jun de 2018; 
Japao,1993,97.2,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,1993,95.2,1,YEN,Moeda,,ALUMINIO,20MM,,RAMO GERMINANDO,,15 de jun de 2018; 
Japao,1993,92.6,5,YEN,Moeda,,LATAO,22MM,,FURADA COM UM RAMO EM CIMA,,15 de jun de 2018; 
Japao,1995,95.2,1,YEN,Moeda,,ALUMINIO,20MM,,RAMO GERMINANDO,,15 de jun de 2018; 
Japao,1996,95.2,1,YEN,Moeda,,ALUMINIO,20MM,,RAMO GERMINANDO,,15 de jun de 2018; 
Japao,1999,97.2,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,2004,97.2,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,2006,97.2,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,2007,95.2,1,YEN,Moeda,,ALUMINIO,20MM,,RAMO GERMINANDO,,15 de jun de 2018; 
Japao,2007,98.2,100,YEN,Moeda,,COBRE NICKEL,22.6MM,,FLOR DE CEREIJEIRA,,15 de jun de 2018; 
